A,0,0,1474.779
A,4,0,-9.017133
A,562,0,-5.730659
A,1,1,9.136654
A,9,1,-3.405995
A,562,1,-5.730659
A,2,2,69.61468
A,10,2,-8.810573
A,33,2,-31.15265
A,34,2,-16.06684
A,103,2,-4.86926
A,474,2,-8.715357
A,3,3,68.60106
A,6,3,-34.62025
A,26,3,-.4755112
A,100,3,-28.66497
A,101,3,-.7463244
A,102,3,-4.093998
A,4,4,13.88805
A,8,4,-4.870921
A,5,5,116.8288
A,6,5,-10.96124
A,36,5,-56.81818
A,97,5,-10.88139
A,102,5,-38.16794
A,6,6,52.76726
A,36,6,-4.773726
A,100,6,-.7772424
A,101,6,-1.072973
A,102,6,-.5618293
A,7,7,30.25788
A,25,7,-3.752486
A,34,7,-.4975867
A,723,7,-26.0078
A,8,8,7.174451
A,9,8,-.905633
A,103,8,-1.397898
A,9,9,5.709526
A,103,9,-1.397898
A,10,10,27.18584
A,11,10,-1.238697
A,37,10,-7.418397
A,565,10,-9.718173
A,11,11,1.238697
A,12,12,7.142646
A,33,12,-1.85192
A,103,12,-5.290726
A,13,13,12.95337
A,412,13,-12.95337
A,14,14,1696.756
A,15,14,-30.67485
A,16,14,-30.4878
A,17,14,-30.39514
A,18,14,-30.39514
A,410,14,-1574.803
A,15,15,30.67485
A,16,16,30.4878
A,17,17,30.39514
A,18,18,30.39514
A,19,19,5746.122
A,20,19,-5714.287
A,36,19,-18.24817
A,101,19,-13.58696
A,20,20,5735.022
A,21,20,-5.205622
A,22,20,-5.186722
A,23,20,-5.181347
A,24,20,-5.162622
A,21,21,5.205622
A,22,22,5.186722
A,23,23,5.181347
A,24,24,5.162622
A,25,25,4.371336
A,34,25,-.6188502
A,26,26,9.123474
A,27,26,-2.373605
A,28,26,-2.439024
A,29,26,-1.190334
A,100,26,-2.644999
A,27,27,2.373605
A,28,28,2.439024
A,29,29,1.190334
A,30,30,1.688214
A,31,30,-.6254691
A,99,30,-1.062744
A,31,31,1.688214
A,99,31,-1.062744
A,32,32,.6581979
A,99,32,-.6581979
A,33,33,56.31459
A,103,33,-10.13479
A,552,33,-13.17523
A,34,34,10018.3
A,103,34,-1.112756
A,709,34,-10000
A,35,35,10000
A,710,35,-10000
A,36,36,80.33353
A,101,36,-.4934373
A,37,37,74.99123
A,38,37,-15.67398
A,97,37,-46.2963
A,411,37,-5.602555
A,38,38,16.41742
A,98,38,-.7434391
A,39,39,245.9335
A,40,39,-126.5823
A,42,39,-55.24862
A,44,39,-64.10257
A,40,40,988.9011
A,41,40,-28.98551
A,43,40,-833.3333
A,41,41,28.98551
A,42,42,4403.075
A,145,42,-4347.826
A,43,43,10833.33
A,485,43,-10000
A,44,44,118.7474
A,48,44,-54.64481
A,45,45,10000
A,47,45,-10000
A,46,46,104.9318
A,47,46,-104.9318
A,47,47,20183.36
A,53,47,-78.43137
A,505,47,-10000
A,48,48,288.754
A,49,48,-126.5823
A,52,48,-107.5269
A,49,49,988.9011
A,50,49,-28.98551
A,51,49,-833.3333
A,50,50,28.98551
A,51,51,874.3169
A,124,51,-40.98361
A,52,52,1586.098
A,53,52,-1428.572
A,54,52,-50
A,53,53,1957.633
A,424,53,-119.0476
A,444,53,-184.5238
A,446,53,-147.0588
A,54,54,50
A,55,55,29.32551
A,62,55,-29.32551
A,56,56,112.3596
A,65,56,-112.3596
A,57,57,15.64945
A,69,57,-15.64945
A,58,58,24.3309
A,66,58,-24.3309
A,59,59,104.1667
A,67,59,-104.1667
A,60,60,125
A,129,60,-125
A,61,61,50.76142
A,128,61,-50.76142
A,62,62,10059.54
A,63,62,-30.21148
A,64,62,-10000
A,63,63,159.7102
A,70,63,-40.98361
A,130,63,-16.05136
A,225,63,-72.46377
A,64,64,10015.92
A,1094,64,-15.92357
A,65,65,442.0023
A,66,65,-97.08738
A,67,65,-24.27184
A,73,65,-32.65326
A,182,65,-147.0588
A,225,65,-28.57143
A,66,66,167.4071
A,67,66,-30.67485
A,68,66,-15.31394
A,67,67,289.2932
A,73,67,-47.5921
A,89,67,-32.33649
A,200,67,-50.25126
A,68,68,190.7525
A,69,68,-175.4386
A,69,69,225.5077
A,181,69,-4.955401
A,195,69,-5.170631
A,1062,69,-4.623209
A,1064,69,-16.47446
A,1073,69,-3.195909
A,70,70,96.53917
A,71,70,-55.55556
A,71,71,84.92064
A,72,71,-5.555555
A,120,71,-23.80952
A,72,72,5.555555
A,73,73,384.9024
A,74,73,-40.32258
A,75,73,-25.44529
A,77,73,-34.3871
A,79,73,-15.82279
A,118,73,-188.6792
A,74,74,693.1041
A,203,74,-645.1613
A,809,74,-4.608295
A,917,74,-3.012048
A,75,75,147.3945
A,76,75,-30.03003
A,77,75,-36.36364
A,126,75,-55.55556
A,76,76,5030.03
A,1049,76,-5000
A,77,77,262.67
A,78,77,-90.90909
A,451,77,-101.0101
A,78,78,564.4214
A,415,78,-48.07692
A,416,78,-48.07692
A,453,78,-377.3585
A,79,79,657.1666
A,80,79,-67.1141
A,446,79,-476.1905
A,451,79,-98.03922
A,80,80,420.0095
A,447,80,-158.7302
A,449,80,-175.4386
A,463,80,-18.72659
A,81,81,4.975124
A,93,81,-4.975124
A,82,82,17.24138
A,93,82,-17.24138
A,83,83,17.57469
A,94,83,-17.57469
A,84,84,439.0805
A,86,84,-172.4138
A,125,84,-266.6667
A,85,85,6807.496
A,86,85,-5000
A,240,85,-46.51163
A,250,85,-71.94245
A,252,85,-74.62687
A,266,85,-94.78674
A,268,85,-277.7778
A,282,85,-138.8889
A,290,85,-49.01961
A,292,85,-57.14286
A,293,85,-57.14286
A,301,85,-689.6552
A,314,85,-250
A,86,86,5319.472
A,87,86,-147.0588
A,87,87,147.0588
A,88,88,65.3412
A,104,88,-38.31417
A,114,88,-27.02703
A,89,89,64.83059
A,90,89,-32.4941
A,90,90,645.056
A,91,90,-163.6515
A,107,90,-67.56757
A,114,90,-24.19992
A,115,90,-357.1429
A,91,91,258.8896
A,92,91,-95.2381
A,92,92,612.1849
A,93,92,-10.90512
A,251,92,-131.5789
A,263,92,-12.67427
A,270,92,-66.0066
A,287,92,-65.35947
A,291,92,-31.84714
A,292,92,-38.31417
A,293,92,-38.31417
A,321,92,-32.15434
A,322,92,-34.8432
A,323,92,-24.03846
A,324,92,-14.40922
A,325,92,-16.50165
A,93,93,464.0852
A,95,93,-4.800768
A,263,93,-239.4475
A,317,93,-110.6696
A,324,93,-76.04562
A,94,94,76.57204
A,96,94,-8.285004
A,261,94,-9.67118
A,267,94,-7.142857
A,299,94,-33.8983
A,95,95,10022.9
A,144,95,-7.24113
A,703,95,-10.85776
A,704,95,-10000
A,96,96,12.12083
A,267,96,-3.835827
A,97,97,57.17769
A,98,98,3.134068
A,412,98,-2.390629
A,99,99,40.73998
A,724,99,-35.58719
A,731,99,-2.369107
A,100,100,34.2926
A,101,100,-.754091
A,102,100,-1.451295
A,101,101,47.04131
A,102,101,-30.38753
A,102,102,10074.66
A,477,102,-10000
A,103,103,24.20333
A,104,104,420.7618
A,105,104,-12.07729
A,108,104,-370.3704
A,105,105,12.07729
A,106,106,32.15434
A,107,106,-32.15434
A,107,107,1008.813
A,109,107,-909.0909
A,108,108,10370.37
A,1028,108,-10000
A,109,109,10974.79
A,110,109,-41.84558
A,327,109,-10000
A,366,109,-10.77006
A,369,109,-13.08045
A,110,110,10056.95
A,366,110,-7.27802
A,367,110,-7.824726
A,700,110,-10000
A,111,111,301.7592
A,112,111,-7.420491
A,369,111,-8.624407
A,685,111,-285.7143
A,112,112,10040.49
A,113,112,-7.624856
A,114,112,-25.44529
A,689,112,-10000
A,113,113,10007.63
A,1008,113,-10000
A,114,114,76.67225
A,115,115,436.123
A,116,115,-10.9529
A,125,115,-68.02721
A,116,116,10.9529
A,117,117,5.521811
A,118,117,-5.521811
A,118,118,228.3307
A,122,118,-34.12969
A,119,119,126.5823
A,120,119,-126.5823
A,120,120,272.2888
A,121,120,-70.87661
A,503,120,-51.02041
A,121,121,152.6848
A,122,121,-40.48583
A,123,121,-41.32232
A,122,122,111.929
A,124,122,-37.31343
A,123,123,97.81158
A,124,123,-32.67974
A,126,123,-23.80952
A,124,124,363.2857
A,125,124,-81.38689
A,128,124,-70.92198
A,545,124,-100
A,125,125,478.1926
A,128,125,-62.1118
A,126,126,84.92064
A,127,126,-5.555555
A,127,127,5.555555
A,128,128,183.7952
A,129,129,356.9032
A,132,129,-136.9863
A,172,129,-51.81347
A,212,129,-43.10345
A,130,130,896.646
A,131,130,-75.18797
A,132,130,-769.2308
A,135,130,-36.17595
A,131,131,101.0104
A,143,131,-4.409171
A,741,131,-21.41328
A,132,132,918.7799
A,133,132,-12.56281
A,133,133,12.56281
A,134,134,10030.19
A,135,134,-25.44529
A,138,134,-4.748338
A,739,134,-10000
A,135,135,99.82595
A,140,135,-38.20471
A,136,136,108.031
A,138,136,-72.46377
A,140,136,-27.39726
A,760,136,-8.169934
A,137,137,217.898
A,140,137,-28.98551
A,876,137,-59.88025
A,881,137,-129.0323
A,138,138,90.06557
A,139,138,-12.85347
A,139,139,45.52996
A,828,139,-18.62891
A,829,139,-14.04757
A,140,140,94.58748
A,141,141,36.70324
A,257,141,-21.55172
A,365,141,-15.15152
A,142,142,20014.59
A,143,142,-12.5
A,742,142,-2.090738
A,744,142,-10000
A,825,142,-10000
A,143,143,10016.91
A,826,143,-10000
A,144,144,10022.01
A,317,144,-14.77105
A,702,144,-10000
A,145,145,7289.003
A,146,145,-2941.177
A,146,146,12941.18
A,147,146,-10000
A,147,147,10000
A,148,148,5.205622
A,165,148,-5.205622
A,149,149,73.52941
A,172,149,-73.52941
A,150,150,13.29787
A,174,150,-13.29787
A,151,151,10.40583
A,179,151,-10.40583
A,152,152,34.48276
A,182,152,-34.48276
A,153,153,13.71742
A,206,153,-13.71742
A,154,154,28.98551
A,197,154,-28.98551
A,155,155,144.9275
A,212,155,-144.9275
A,156,156,38.46154
A,218,156,-38.46154
A,157,157,28.0112
A,225,157,-28.0112
A,158,158,9.64196
A,181,158,-4.730369
A,204,158,-4.911591
A,159,159,21.37365
A,171,159,-10.01001
A,232,159,-11.36364
A,160,160,10.90321
A,221,160,-4.730369
A,742,160,-6.17284
A,161,161,87.51172
A,162,161,-46.08295
A,168,161,-11.53403
A,208,161,-7.451564
A,222,161,-12.61034
A,231,161,-9.832842
A,162,162,145.9383
A,185,162,-46.51163
A,200,162,-13.6612
A,226,162,-39.68254
A,163,163,5.205622
A,165,163,-5.205622
A,164,164,117.6942
A,165,164,-60.60606
A,166,164,-17.33102
A,174,164,-11.18568
A,193,164,-28.57143
A,165,165,341.3369
A,191,165,-80
A,200,165,-14.88095
A,217,165,-175.4386
A,166,166,34.66204
A,174,166,-17.33102
A,167,167,69.63064
A,179,167,-9.389671
A,208,167,-60.24096
A,168,168,25.6384
A,186,168,-14.10437
A,169,169,30.28655
A,187,169,-22.77904
A,193,169,-7.507507
A,170,170,52.2535
A,177,170,-39.21569
A,216,170,-13.03781
A,171,171,66.85269
A,172,171,-42.55319
